@relation .//99.1x1.arff

@attribute ID string
@attribute tesis {0,1}
@attribute linkedin {0,1}
@attribute publication {0,1}
@attribute email {0,1}
@attribute world_nat {0,1}
@attribute latin_nat {0,1}
@attribute name_in_http {0,1}
@attribute cv {0,1}
@attribute degree {0,1}
@attribute prof {0,1}
@attribute bio {0,1}
@attribute accro {0,1}
@attribute city {0,1}
@attribute country {0,1}
@attribute org {0,1}
@attribute feature_count {0,1,2,3,4,5,6,7,8,9}
@attribute class {0,1,2}

@data
2268750,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,2
2268751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2268753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2268760,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2
2268761,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2
2268762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2268764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2268770,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2268771,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,6,1
2268781,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,5,0
2268785,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,2
2268787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2268789,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2268792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2268795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2268797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2268799,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0
2268800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2268801,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,5,2
2268803,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0
2268804,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,5,0
2268813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2268821,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,5,0
2268825,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
2268828,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1
2268829,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,5,1
2268830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2268844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
2268867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2268871,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0
2268880,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2
2268883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
2268884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268888,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0
2268891,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2
2268900,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2268914,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1
2268916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268919,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2268920,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2268921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2268922,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0
2268930,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
2268931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2268934,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4,0
2268937,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,5,0
2268938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2268941,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0
2268950,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0
2268957,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,5,0
2268959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2268960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268967,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2
2268977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2268978,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,1
2268979,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,2
2268980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2268982,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
2268983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2
2268985,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
2268986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2268987,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,6,0
2268988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2268989,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,6,1
2268993,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,2
2268994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2268995,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,0
2268996,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
2268998,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,5,0
2269001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2269002,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0
2269003,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2
2269004,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2
2269005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2269006,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2269010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
2269015,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0
2269017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2
2269020,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,2
2269022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2269024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,2
2269025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2269029,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0
2269031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269032,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2
2269033,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0
2269039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
2269041,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2269043,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0
2269046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2269047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
2269048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
